"ensembl_gene_id","mgi_symbol","hg_ensembl_gene_id","hgnc_symbol","description","max_cat","t50_cat","group_1","group_2","avg_max","avg_min","avg_fc","avg_t50","H3K27me3_bin","H3K27me3","H3K4me3_bin","H3K4me3"
"ENSMUSG00000031889","D230025D16Rik","ENSG00000125149","PHAF1","RIKEN cDNA D230025D16 gene [Source:MGI Symbol;Acc:MGI:2443049]","unchanged","Early","Cell cycle","Cell cycle",21,1,0.5169094,5.543805,0,0.176718936043357,1,0.693516868695904
"ENSMUSG00000037697","Ddhd1","ENSG00000100523","DDHD1","DDHD domain containing 1 [Source:MGI Symbol;Acc:MGI:2150302]","unchanged","Mid","Cell cycle","Cell cycle",19,1,0.9367656,7.483304,0,0.218506285040824,1,0.786089461673785
"ENSMUSG00000054499","Dedd2","ENSG00000160570","DEDD2","death effector domain-containing DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1914629]","unchanged","Mid","Cell cycle","Cell cycle",28,8,0.821849,16.77716,0,0.202622832587814,1,0.739444151556627
"ENSMUSG00000036661","Dennd3","ENSG00000105339","DENND3","DENN/MADD domain containing 3 [Source:MGI Symbol;Acc:MGI:2146009]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.663174,7.154261,1,0.351349543922931,1,0.628365537321448
"ENSMUSG00000034480","Diap2","ENSG00000147202","DIAPH2","diaphanous homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1858500]","unchanged","Mid","Cell cycle","Cell cycle",63,1,1.265959,12.82376,0,0.170469830467598,1,0.623655006221815
"ENSMUSG00000020231","Dip2a","ENSG00000160305","DIP2A","DIP2 disco-interacting protein 2 homolog A (Drosophila) [Source:MGI Symbol;Acc:MGI:2385920]","unchanged","Mid","Cell cycle","Cell cycle",28,1,0.8864874,11.13765,0,0.200679466798996,1,0.69115817869691
"ENSMUSG00000032285","Dnaja4","ENSG00000140403","DNAJA4","DnaJ (Hsp40) homolog, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:1927638]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,2.920826,17.89858,1,0.474231228803212,1,0.663232299917671
"ENSMUSG00000026740","Dnajc1","ENSG00000136770","DNAJC1","DnaJ (Hsp40) homolog, subfamily C, member 1 [Source:MGI Symbol;Acc:MGI:103268]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,1.14445,7.126453,0,0.194941329153783,1,0.722808668864708
"ENSMUSG00000040265","Dnm3","ENSG00000197959","DNM3","dynamin 3 [Source:MGI Symbol;Acc:MGI:1341299]","E15","Early","Cell cycle","Cell cycle",1,22,2.061218,4.973555,1,0.506726502751859,1,0.714305115678767
"ENSMUSG00000078440","Dohh","ENSG00000129932","DOHH","deoxyhypusine hydroxylase/monooxygenase [Source:MGI Symbol;Acc:MGI:1915964]","unchanged","Early","Cell cycle","Cell cycle",1,8,1.042347,4.671924,0,0.2099250057417,1,0.702881844417481
"ENSMUSG00000016526","Dyrk3","ENSG00000143479","DYRK3","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 [Source:MGI Symbol;Acc:MGI:1330300]","E15","Mid","Cell cycle","Cell cycle",1,21,1.59648735096724,14.4681522519051,0,0.195166255202794,1,0.699093799796859
"ENSMUSG00000041809","Efhc1","ENSG00000096093","EFHC1","EF-hand domain (C-terminal) containing 1 [Source:MGI Symbol;Acc:MGI:1919127]","P0_7","Early","Cell cycle","Cell cycle",8,1,2.299706,5.033549,0,0.122548449559252,1,0.531604328204016
"ENSMUSG00000031217","Efnb1","ENSG00000090776","EFNB1","ephrin B1 [Source:MGI Symbol;Acc:MGI:102708]","E15","Mid","Cell cycle","Cell cycle",1,63,2.258356,13.08458,0,0.249922234664018,1,0.76335374488979
"ENSMUSG00000035105","Egln3","ENSG00000129521","EGLN3","EGL nine homolog 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:1932288]","P0_7","Mid","Cell cycle","Cell cycle",6,21,1.258374,12.76676,1,0.472150658249861,1,0.625312153927054
"ENSMUSG00000036893","Ehmt1","ENSG00000181090","EHMT1","euchromatic histone methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1924933]","unchanged","Mid","Cell cycle","Cell cycle",1,63,0.4056086,12.14803,0,0.195808424580557,1,0.756736266124881
"ENSMUSG00000013787","Ehmt2","ENSG00000204371","EHMT2","euchromatic histone lysine N-methyltransferase 2 [Source:MGI Symbol;Acc:MGI:2148922]","E15","Early","Cell cycle","Cell cycle",1,63,1.155182,5.8385,0,0.213569161986296,1,0.758611555356482
"ENSMUSG00000036698","Eif2c2","ENSG00000123908","AGO2","eukaryotic translation initiation factor 2C, 2 [Source:MGI Symbol;Acc:MGI:2446632]","unchanged","Mid","Cell cycle","Cell cycle",28,1,0.907151,9.389796,0,0.224483283081636,1,0.79736424275317
"ENSMUSG00000028760","Eif4g3","ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma, 3 [Source:MGI Symbol;Acc:MGI:1923935]","unchanged","Mid","Cell cycle","Cell cycle",28,6,0.5796462,11.91054,0,0.212581330968777,1,0.794003984781062
"ENSMUSG00000008398","Elk3","ENSG00000111145","ELK3","ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]","P0_7","Early","Cell cycle","Cell cycle",8,1,1.43697086379288,5.47394408838957,1,0.411894115596263,1,0.706357610553342
"ENSMUSG00000022066","Entpd4","ENSG00000197217","ENTPD4","ectonucleoside triphosphate diphosphohydrolase 4 [Source:MGI Symbol;Acc:MGI:1914714]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,1.341738,14.80761,1,0.271555037944034,1,0.716222673086829
"ENSMUSG00000045394","Epcam","ENSG00000119888","EPCAM","epithelial cell adhesion molecule [Source:MGI Symbol;Acc:MGI:106653]","E15","Early","Cell cycle","Cell cycle",1,63,2.085694,5.342406,1,0.52389751649487,1,0.604571984925334
"ENSMUSG00000021583","Erap1","ENSG00000164307","ERAP1","endoplasmic reticulum aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1933403]","P14_P56","Early","Cell cycle","Cell cycle",21,1,3.369341,5.667601,0,0.163226353545301,1,0.658092999670604
"ENSMUSG00000040857","Erf","ENSG00000105722","ERF","Ets2 repressor factor [Source:MGI Symbol;Acc:MGI:109637]","P0_7","Mid","Cell cycle","Cell cycle",14,1,1.050809,7.409997,0,0.229613581192217,1,0.760453983126884
"ENSMUSG00000046324","Ermp1","ENSG00000099219","ERMP1","endoplasmic reticulum metallopeptidase 1 [Source:MGI Symbol;Acc:MGI:106250]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,1.578518,14.52644,0,0.182258099169176,1,0.696400997410571
"ENSMUSG00000084128","Esrp2","ENSG00000103067","ESRP2","epithelial splicing regulatory protein 2 [Source:MGI Symbol;Acc:MGI:1924661]","unchanged","Mid","Cell cycle","Cell cycle",63,1,2.00629,6.10789,1,0.56578400940633,1,0.618001682133253
"ENSMUSG00000036617","Etl4","ENSG00000120549","KIAA1217","enhancer trap locus 4 [Source:MGI Symbol;Acc:MGI:95454]","unchanged","Mid","Cell cycle","Cell cycle",63,1,2.89853,14.78039,1,0.444540759199018,1,0.587159834432657
"ENSMUSG00000047368","Fam108b","ENSG00000107362","ABHD17B","family with sequence similarity 108, member B [Source:MGI Symbol;Acc:MGI:1917816]","P14_P56","Early","Cell cycle","Cell cycle",21,1,1.423819,5.739935,0,0.202372555884083,1,0.778358771965757
"ENSMUSG00000026483","Fam129a","ENSG00000135842","NIBAN1","family with sequence similarity 129, member A [Source:MGI Symbol;Acc:MGI:2137237]","P14_P56","Early","Cell cycle","Cell cycle",21,1,5.502888,5.948875,1,0.407884378258933,1,0.477204805637219
"ENSMUSG00000026796","Fam129b","ENSG00000136830","NIBAN2","family with sequence similarity 129, member B [Source:MGI Symbol;Acc:MGI:2442910]","E15","Mid","Cell cycle","Cell cycle",1,63,1.498478,10.9222,0,0.223961320527863,1,0.7812709896414
"ENSMUSG00000029672","Fam3c","ENSG00000196937","FAM3C","family with sequence similarity 3, member C [Source:MGI Symbol;Acc:MGI:107892]","unchanged","Early","Cell cycle","Cell cycle",8,1,0.5440413,5.693428,0,0.192161247040809,1,0.650099139945069
"ENSMUSG00000014601","Fam40a","ENSG00000143093","STRIP1","family with sequence similarity 40, member A [Source:MGI Symbol;Acc:MGI:2443884]","E15","Mid","Cell cycle","Cell cycle",1,63,1.313831,8.454777,0,0.194581110868043,1,0.764126852133308
"ENSMUSG00000046546","Fam43a","ENSG00000185112","FAM43A","family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.100118,9.336361,0,0.221732314511832,1,0.767957448017971
"ENSMUSG00000050428","Fbxo46","ENSG00000177051","FBXO46","F-box protein 46 [Source:MGI Symbol;Acc:MGI:2444918]","unchanged","Early","Cell cycle","Cell cycle",1,28,0.9042149,5.033117,0,0.14097797894106,1,0.62987969152708
"ENSMUSG00000008090","Fgfrl1","ENSG00000127418","FGFRL1","fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.98402931899745,6.83394328411139,1,0.361265398355089,1,0.672778621361139
"ENSMUSG00000032643","Fhl3","ENSG00000183386","FHL3","four and a half LIM domains 3 [Source:MGI Symbol;Acc:MGI:1341092]","P14_P56","Early","Cell cycle","Cell cycle",28,1,2.168257,5.339408,1,0.333294994330062,1,0.592140625967639
"ENSMUSG00000075415","Fnbp1","ENSG00000187239","FNBP1","formin binding protein 1 [Source:MGI Symbol;Acc:MGI:109606]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.230719,15.91409,0,0.227025668859659,1,0.764907358204404
"ENSMUSG00000042812","Foxf1a","ENSG00000103241","FOXF1","forkhead box F1a [Source:MGI Symbol;Acc:MGI:1347470]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,6.22008,6.034982,1,0.794243791332197,1,0.667445050750044
"ENSMUSG00000038415","Foxq1","ENSG00000164379","FOXQ1","forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]","P14_P56","Early","Cell cycle","Cell cycle",21,1,4.806212,5.988899,1,0.605294157479707,1,0.73446340357741
"ENSMUSG00000024816","Frmd8","ENSG00000126391","FRMD8","FERM domain containing 8 [Source:MGI Symbol;Acc:MGI:1914707]","unchanged","Mid","Cell cycle","Cell cycle",21,1,0.5762722,16.30347,0,0.184760700642651,1,0.642020243306705
"ENSMUSG00000055932","Fto","ENSG00000140718","FTO","fat mass and obesity associated [Source:MGI Symbol;Acc:MGI:1347093]","unchanged","Early","Cell cycle","Cell cycle",1,8,0.7233755,5.5,0,0.203773145504259,1,0.701624007483844
"ENSMUSG00000049791","Fzd4","ENSG00000174804","FZD4","frizzled homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:108520]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,3.481484,6.374258,1,0.405486101373226,1,0.714640858858238
"ENSMUSG00000020235","Fzr1","ENSG00000105325","FZR1","fizzy/cell division cycle 20 related 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1926790]","unchanged","Mid","Cell cycle","Cell cycle",1,63,1.208621,9.800567,0,0.209744783096278,1,0.72391143610909
"ENSMUSG00000038766","Gabpb2","ENSG00000143458","GABPB2","GA repeat binding protein, beta 2 [Source:MGI Symbol;Acc:MGI:95612]","P0_7","Early","Cell cycle","Cell cycle",14,1,1.40644,5.573302,0,0.150838592821456,0,0.286650647731838
"ENSMUSG00000015053","Gata2","ENSG00000179348","GATA2","GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,4.55011561030168,6.18072743185198,1,0.733809444711867,1,0.771558864494388
"ENSMUSG00000042390","Gatad2b","ENSG00000143614","GATAD2B","GATA zinc finger domain containing 2B [Source:MGI Symbol;Acc:MGI:2443225]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,1.050457,9.422061,0,0.186534371544101,1,0.74848810779389
"ENSMUSG00000032350","Gclc","ENSG00000001084","GCLC","glutamate-cysteine ligase, catalytic subunit [Source:MGI Symbol;Acc:MGI:104990]","unchanged","Mid","Cell cycle","Cell cycle",14,1,0.2985568,7.69964,0,0.17070997230032,1,0.68109612426725
"ENSMUSG00000044709","Gemin7","ENSG00000142252","GEMIN7","gem (nuclear organelle) associated protein 7 [Source:MGI Symbol;Acc:MGI:1916981]","unchanged","Early","Cell cycle","Cell cycle",1,8,0.6357022,5.559464,1,0.39788071098401,1,0.677982437755524
"ENSMUSG00000055691","Gja6","ENSG00000152661","GJA1","gap junction protein, alpha 6 [Source:MGI Symbol;Acc:MGI:95717]","unexpressed","Early","Cell cycle","Cell cycle",1,14,1.132289,4.701054,0,0.110696106429225,0,0.223059852787175
"ENSMUSG00000029638","Glcci1","ENSG00000106415","GLCCI1","glucocorticoid induced transcript 1 [Source:MGI Symbol;Acc:MGI:2179717]","P14_P56","Mid","Cell cycle","Cell cycle",21,7,1.295966,13.61764,0,0.218003177117917,1,0.813597879464267
"ENSMUSG00000026103","Gls","ENSG00000115419","GLS","glutaminase [Source:MGI Symbol;Acc:MGI:95752]","P14_P56","Mid","Cell cycle","Cell cycle",63,14,1.044075,17.90373,0,0.221306434584484,1,0.778940230136247
"ENSMUSG00000089862","Gm16039","ENSG00000219545","UMAD1","predicted gene 16039 [Source:MGI Symbol;Acc:MGI:3840148]","E15","Early","Cell cycle","Cell cycle",1,8,1.373906,5.377129,0,0.167676740776537,1,0.730113777274434
"ENSMUSG00000072476","Gm9008","ENSG00000173456","RNF26","predicted pseudogene 9008 [Source:MGI Symbol;Acc:MGI:3644000]","P0_7","Early","Cell cycle","Cell cycle",8,1,8.043382,5.436964,0,0.145529087521258,0,0.287740800793484
"ENSMUSG00000006715","Gmnn","ENSG00000112312","GMNN","geminin [Source:MGI Symbol;Acc:MGI:1927344]","P0_7","Mid","Cell cycle","Cell cycle",8,25,1.624779,17.90025,0,0.163192740818491,1,0.685039199268396
"ENSMUSG00000057614","Gnai1","ENSG00000127955","GNAI1","guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,1.545804,16.57119,0,0.213852252730594,1,0.735136557848674
"ENSMUSG00000032766","Gng11","ENSG00000127920","GNG11","guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]","P14_P56","Early","Cell cycle","Cell cycle",21,1,3.893756,5.674278,0,0.125614273822532,1,0.449663546453151
"ENSMUSG00000034109","Golim4","ENSG00000173905","GOLIM4","golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374]","unchanged","Mid","Cell cycle","Cell cycle",14,1,0.8911659,6.647668,0,0.232790483124034,1,0.784644008749992
"ENSMUSG00000028848","Gpn2","ENSG00000142751","GPN2","GPN-loop GTPase 2 [Source:MGI Symbol;Acc:MGI:2140368]","unchanged","Mid","Cell cycle","Cell cycle",1,28,0.7339739,16.22266,0,0.1827308237628,1,0.67063931467919
"ENSMUSG00000039116","Gpr126","ENSG00000112414","ADGRG6","G protein-coupled receptor 126 [Source:MGI Symbol;Acc:MGI:1916151]","P0_7","Early","Cell cycle","Cell cycle",8,1,3.899282,5.177298,1,0.377923754000351,1,0.61167923877028
"ENSMUSG00000069227","Gprin1","ENSG00000169258","GPRIN1","G protein-regulated inducer of neurite outgrowth 1 [Source:MGI Symbol;Acc:MGI:1349455]","unchanged","Early","Cell cycle","Cell cycle",1,6,0.9937246,4.5,1,0.404223023504016,1,0.780315498524287
"ENSMUSG00000003228","Grk5","ENSG00000198873","GRK5","G protein-coupled receptor kinase 5 [Source:MGI Symbol;Acc:MGI:109161]","P14_P56","Mid","Cell cycle","Cell cycle",22,7,1.751335,15.28605,0,0.157535627116762,1,0.701938621790332
"ENSMUSG00000073422","H2-Ke6","ENSG00000204228","HSD17B8","H2-K region expressed gene 6 [Source:MGI Symbol;Acc:MGI:95911]","unchanged","Mid","Cell cycle","Cell cycle",1,22,1.562013,6.683083,0,0.220907830211496,1,0.640635909693662
"ENSMUSG00000039146","H28","ENSG00000137959","IFI44L","histocompatibility 28 [Source:MGI Symbol;Acc:MGI:95975]","unexpressed","Early","Cell cycle","Cell cycle",8,1,1.353032,4.656691,0,0.141550443375034,0,0.424254944972429
"ENSMUSG00000024158","Hagh","ENSG00000063854","HAGH","hydroxyacyl glutathione hydrolase [Source:MGI Symbol;Acc:MGI:95745]","P14_P56","Mid","Cell cycle","Cell cycle",28,8,1.431085,16.98551,1,0.250366676706284,1,0.741619085976796
"ENSMUSG00000021301","Hecw1","ENSG00000002746","HECW1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2444115]","E15","Mid","Cell cycle","Cell cycle",1,63,2.420098,7.972869,1,0.392018627946958,1,0.665534921950647
"ENSMUSG00000008429","Herpud2","ENSG00000122557","HERPUD2","HERPUD family member 2 [Source:MGI Symbol;Acc:MGI:1915393]","unchanged","Mid","Cell cycle","Cell cycle",63,1,0.503315651744185,12.7296618357742,0,0.216975630164757,1,0.797061696630961
"ENSMUSG00000022528","Hes1","ENSG00000114315","HES1","hairy and enhancer of split 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104853]","P14_P56","Early","Cell cycle","Cell cycle",63,1,3.602867,5.857458,1,0.53677808189145,1,0.779829988075201
"ENSMUSG00000023781","Hes7","ENSG00000179111","HES7","hairy and enhancer of split 7 (Drosophila) [Source:MGI Symbol;Acc:MGI:2135679]","unchanged","Early","Cell cycle","Cell cycle",1,8,1.84484,4.572603,1,0.392917043059431,1,0.775771119165818
"ENSMUSG00000061436","Hipk2","ENSG00000064393","HIPK2","homeodomain interacting protein kinase 2 [Source:MGI Symbol;Acc:MGI:1314872]","unchanged","Mid","Cell cycle","Cell cycle",14,21,0.5137613,17.71789,0,0.216673759579773,1,0.806286097397533
"ENSMUSG00000044783","Hjurp","ENSG00000123485","HJURP",NA,"P0_7","Early","Cell cycle","Cell cycle",14,1,1.505821,5.510285,1,0.340891212953437,1,0.471092098206754
"ENSMUSG00000007617","Homer1","ENSG00000152413","HOMER1","homer homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1347345]","unchanged","Mid","Cell cycle","Cell cycle",14,6,0.4420693,11.5925,0,0.20327176987494,1,0.807053748370528
"ENSMUSG00000071379","Hpcal1","ENSG00000115756","HPCAL1","hippocalcin-like 1 [Source:MGI Symbol;Acc:MGI:1855689]","E15","Early","Cell cycle","Cell cycle",1,14,1.150669,5.110995,0,0.191893952274063,1,0.699761450338905
"ENSMUSG00000091971","Hspa1a","ENSG00000204388","HSPA1B","heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244]","E15","Early","Cell cycle","Cell cycle",1,8,1.965026,4.99364,1,0.258271897489286,0,0.43767902381589
"ENSMUSG00000090877","Hspa1b","ENSG00000204388","HSPA1B","heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]","unchanged","Mid","Cell cycle","Cell cycle",1,14,0.9929696,7.422726,1,0.344202628673175,1,0.543835098351852
"ENSMUSG00000015656","Hspa8","ENSG00000109971","HSPA8","heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]","E15","Early","Cell cycle","Cell cycle",1,8,1.927657,4.868697,0,0.224036196577344,1,0.794868103654456
"ENSMUSG00000004951","Hspb1","ENSG00000106211","HSPB1","heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]","unchanged","Mid","Cell cycle","Cell cycle",21,6,1.016604,14.23002,1,0.502440572460856,1,0.546361705128969
"ENSMUSG00000063802","Hspbp1","ENSG00000133265","HSPBP1","HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1 [Source:MGI Symbol;Acc:MGI:1913495]","unchanged","Mid","Cell cycle","Cell cycle",1,14,1.015815,6.896798,0,0.186580542435314,1,0.640221134211172
"ENSMUSG00000029657","Hsph1","ENSG00000120694","HSPH1","heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053]","unchanged","Mid","Cell cycle","Cell cycle",1,25,0.8505327,13.70995,0,0.220914278011977,1,0.758050301646546
"ENSMUSG00000022965","Ifngr2","ENSG00000159128","IFNGR2","interferon gamma receptor 2 [Source:MGI Symbol;Acc:MGI:107654]","unchanged","Early","Cell cycle","Cell cycle",1,14,0.7273814,5.56513,0,0.242369438676605,1,0.665439123838046
"ENSMUSG00000019975","Ikbip","ENSG00000166130","IKBIP","IKBKB interacting protein [Source:MGI Symbol;Acc:MGI:1914704]","unchanged","Early","Cell cycle","Cell cycle",63,1,0.9609364,4.986395,0,0.180580353797422,1,0.707663340820984
"ENSMUSG00000026309","Ilkap","ENSG00000132323","ILKAP","integrin-linked kinase-associated serine/threonine phosphatase 2C [Source:MGI Symbol;Acc:MGI:1914694]","unchanged","Mid","Cell cycle","Cell cycle",1,22,0.9114358,7.175112,0,0.194119815881964,1,0.718460659077831
"ENSMUSG00000034154","Ino80","ENSG00000128908","INO80","INO80 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915392]","unchanged","Mid","Cell cycle","Cell cycle",28,1,0.8022583,8.955768,0,0.18964744165421,1,0.789260088753289
"ENSMUSG00000060733","Ipmk","ENSG00000151151","IPMK","inositol polyphosphate multikinase [Source:MGI Symbol;Acc:MGI:1916968]","unchanged","Mid","Cell cycle","Cell cycle",25,1,0.4908499,13.66093,0,0.225073430815405,1,0.735289573398832
"ENSMUSG00000027111","Itga6","ENSG00000091409","ITGA6","integrin alpha 6 [Source:MGI Symbol;Acc:MGI:96605]","P0_7","Early","Cell cycle","Cell cycle",8,1,1.765003,5.298015,1,0.389467858465168,1,0.681512380849149
"ENSMUSG00000020758","Itgb4","ENSG00000132470","ITGB4","integrin beta 4 [Source:MGI Symbol;Acc:MGI:96613]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.267784,16.70415,1,0.473306119757421,1,0.583767702790793
"ENSMUSG00000025321","Itgb8","ENSG00000105855","ITGB8","integrin beta 8 [Source:MGI Symbol;Acc:MGI:1338035]","unchanged","Mid","Cell cycle","Cell cycle",63,1,1.26289,9.456831,0,0.225225074890787,1,0.739951309974751
"ENSMUSG00000022957","Itsn1","ENSG00000205726","ITSN1",NA,"unchanged","Mid","Cell cycle","Cell cycle",19,8,0.8448041,12.51707,0,0.177292558652338,0,0.383092755182095
"ENSMUSG00000042686","Jph1","ENSG00000104369","JPH1","junctophilin 1 [Source:MGI Symbol;Acc:MGI:1891495]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,4.384266,9.622188,1,0.329645752886572,1,0.719389232164357
"ENSMUSG00000054342","Kcnn4","ENSG00000104783","KCNN4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]","unchanged","Mid","Cell cycle","Cell cycle",6,14,1.911345,11.76011,0,0.167126160284359,0,0.244078793179238
"ENSMUSG00000029475","Kdm2b","ENSG00000089094","KDM2B","lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]","unchanged","Mid","Cell cycle","Cell cycle",1,63,0.8251686,8.196383,0,0.206416041080104,1,0.804546211400766
"ENSMUSG00000030180","Kdm5a","ENSG00000073614","KDM5A","lysine (K)-specific demethylase 5A [Source:MGI Symbol;Acc:MGI:2136980]","unchanged","Early","Cell cycle","Cell cycle",19,1,0.6577298,4.681246,0,0.212571581483429,1,0.794803713358502
"ENSMUSG00000079553","Kifc1","ENSG00000237649","KIFC1","kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]","P0_7","Early","Cell cycle","Cell cycle",14,1,1.071728,5.469196,0,0.150419931747688,1,0.656905204115036
"ENSMUSG00000052040","Klf13","ENSG00000169926","KLF13","Kruppel-like factor 13 [Source:MGI Symbol;Acc:MGI:1354948]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,3.151103,10.91777,1,0.258963073658562,1,0.85955093967288
"ENSMUSG00000033863","Klf9","ENSG00000119138","KLF9","Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856]","P14_P56","Mid","Cell cycle","Cell cycle",22,1,5.782299,9.717909,1,0.268469286857733,1,0.852502118781075
"ENSMUSG00000026455","Klhl12","ENSG00000117153","KLHL12","kelch-like 12 (Drosophila) [Source:MGI Symbol;Acc:MGI:2385619]","unchanged","Early","Cell cycle","Cell cycle",8,1,0.2883723,4.977212,0,0.171762836850497,1,0.695954624349173
"ENSMUSG00000055707","Klhl26","ENSG00000167487","KLHL26","kelch-like 26 (Drosophila) [Source:MGI Symbol;Acc:MGI:2443079]","unchanged","Early","Cell cycle","Cell cycle",1,14,0.617423,5.392397,1,0.406360042618815,1,0.638388033030215
"ENSMUSG00000034709","Klraq1","ENSG00000162869","PPP1R21","KLRAQ motif containing 1 [Source:MGI Symbol;Acc:MGI:1921075]","unchanged","Early","Cell cycle","Cell cycle",1,8,0.7800716,4.815389,0,0.184297627230068,1,0.683504553380365
"ENSMUSG00000033499","Larp4b","ENSG00000107929","LARP4B","La ribonucleoprotein domain family, member 4B [Source:MGI Symbol;Acc:MGI:106330]","unchanged","Early","Cell cycle","Cell cycle",8,1,0.7502634,4.940073,1,0.285356694893386,1,0.7616166813588
"ENSMUSG00000004880","Lbr","ENSG00000143815","LBR","lamin B receptor [Source:MGI Symbol;Acc:MGI:2138281]","P0_7","Early","Cell cycle","Cell cycle",8,1,1.740034,5.272811,0,0.216814694652982,1,0.820471275056878
"ENSMUSG00000054469","Lclat1","ENSG00000172954","LCLAT1","lysocardiolipin acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2684937]","unchanged","Mid","Cell cycle","Cell cycle",63,1,0.7888342,14.31915,1,0.305846885594127,1,0.695228675775771
"ENSMUSG00000032193","Ldlr","ENSG00000130164","LDLR","low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,1.423835,15.08506,0,0.202230050010834,1,0.730553725893427
"ENSMUSG00000035545","Leng8","ENSG00000167615","LENG8",NA,"unchanged","Mid","Cell cycle","Cell cycle",21,1,1.195525,7.044299,0,0.131830422251618,1,0.697786228405974
"ENSMUSG00000045312","Lhfpl2","ENSG00000145685","LHFPL2","lipoma HMGIC fusion partner-like 2 [Source:MGI Symbol;Acc:MGI:2145236]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,2.153675,7.033795,0,0.258679719169223,1,0.72958841439418
"ENSMUSG00000037736","Limch1","ENSG00000064042","LIMCH1","LIM and calponin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924819]","P14_P56","Mid","Cell cycle","Cell cycle",28,1,1.507196,8.532102,1,0.348489513407844,1,0.7204660221953
"ENSMUSG00000053846","Lipg","ENSG00000101670","LIPG","lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]","unexpressed","Mid","Cell cycle","Cell cycle",6,14,2.683046,10.24396,1,0.620811838422282,1,0.627911016423667
"ENSMUSG00000033060","Lmo7","ENSG00000136153","LMO7","LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586]","P0_7","Early","Cell cycle","Cell cycle",14,1,1.499923,5.675841,1,0.43397286308207,1,0.649131775508274
"ENSMUSG00000033192","Lpcat2","ENSG00000087253","LPCAT2","lysophosphatidylcholine acyltransferase 2 [Source:MGI Symbol;Acc:MGI:3606214]","unchanged","Mid","Cell cycle","Cell cycle",21,1,2.261027,6.616795,1,0.479904503191741,1,0.547863924840444
