"ensembl_gene_id","mgi_symbol","hg_ensembl_gene_id","hgnc_symbol","description","max_cat","t50_cat","group_1","group_2","avg_max","avg_min","avg_fc","avg_t50","H3K27me3_bin","H3K27me3","H3K4me3_bin","H3K4me3"
"ENSMUSG00000010476","Ebf3","ENSG00000108001","EBF3","early B cell factor 3 [Source:MGI Symbol;Acc:MGI:894289]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,5.485804,22.07037,1,0.639846365596742,1,1
"ENSMUSG00000021928","Ebpl","ENSG00000123179","EBPL","emopamil binding protein-like [Source:MGI Symbol;Acc:MGI:1915427]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.163711,21.74523,0,0.185575990050623,1,0.610027042574073
"ENSMUSG00000026247","Ecel1","ENSG00000171551","ECEL1","endothelin converting enzyme-like 1 [Source:MGI Symbol;Acc:MGI:1343461]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.208217,5.75077,1,0.644157817232994,1,0.634977488885704
"ENSMUSG00000034488","Edil3","ENSG00000164176","EDIL3","EGF-like repeats and discoidin I-like domains 3 [Source:MGI Symbol;Acc:MGI:1329025]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.437798,9.994186,1,0.294041770643059,1,0.795301498440983
"ENSMUSG00000037742","Eef1a1",NA,NA,"eukaryotic translation elongation factor 1 alpha 1 [Source:MGI Symbol;Acc:MGI:1096881]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.691035,15.77552,0,0.241273642588538,1,0.817291864782221
"ENSMUSG00000001707","Eef1e1","ENSG00000124802","EEF1E1","eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.414474,7.639973,0,0.183792930328784,1,0.673410819753626
"ENSMUSG00000071644","Eef1g","ENSG00000254772","EEF1G","eukaryotic translation elongation factor 1 gamma [Source:MGI Symbol;Acc:MGI:1914410]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.141744,7.686853,0,0.148548552765154,1,0.708168249745154
"ENSMUSG00000003934","Efnb3","ENSG00000108947","EFNB3","ephrin B3 [Source:MGI Symbol;Acc:MGI:109196]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.091783,6.674293,1,0.313770961759378,1,0.662848312323713
"ENSMUSG00000028683","Eif2b3","ENSG00000070785","EIF2B3","eukaryotic translation initiation factor 2B, subunit 3 [Source:MGI Symbol;Acc:MGI:1313286]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.328381,19.45741,0,0.186855206984272,1,0.646740271176561
"ENSMUSG00000074656","Eif2s2","ENSG00000125977","EIF2S2","eukaryotic translation initiation factor 2, subunit 2 (beta) [Source:MGI Symbol;Acc:MGI:1914454]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.067709,19.09756,0,0.212075429622683,1,0.707162477778591
"ENSMUSG00000022336","Eif3e","ENSG00000104408","EIF3E","eukaryotic translation initiation factor 3, subunit E [Source:MGI Symbol;Acc:MGI:99257]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.416743,20.60448,0,0.149034945117451,1,0.698651895612472
"ENSMUSG00000033047","Eif3l","ENSG00000100129","EIF3L","eukaryotic translation initiation factor 3, subunit L [Source:MGI Symbol;Acc:MGI:2386251]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.252983,22.15425,0,0.185715572904958,1,0.68388093788129
"ENSMUSG00000008489","Elavl2","ENSG00000107105","ELAVL2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) [Source:MGI Symbol;Acc:MGI:1100887]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.075265,22.06265,1,0.321191422264575,1,0.898383247354969
"ENSMUSG00000027246","Ell3","ENSG00000128886","ELL3","elongation factor RNA polymerase II-like 3 [Source:MGI Symbol;Acc:MGI:2673679]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.050014,6.42117,1,0.3634806316771,0,0.294152295327599
"ENSMUSG00000041773","Enc1","ENSG00000171617","ENC1","ectodermal-neural cortex 1 [Source:MGI Symbol;Acc:MGI:109610]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.640219,18.26338,1,0.369250193606947,1,0.77812774768159
"ENSMUSG00000024376","Epb4.1l4a","ENSG00000129595","EPB41L4A","erythrocyte protein band 4.1-like 4a [Source:MGI Symbol;Acc:MGI:103007]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.738784,23.26633,1,0.288365304155223,1,0.806053774021613
"ENSMUSG00000052504","Epha3","ENSG00000044524","EPHA3","Eph receptor A3 [Source:MGI Symbol;Acc:MGI:99612]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.579647,6.59405,1,0.298600092804177,1,0.733176955469509
"ENSMUSG00000055540","Epha6","ENSG00000080224","EPHA6","Eph receptor A6 [Source:MGI Symbol;Acc:MGI:108034]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.878501,10.35741,0,0.226256883455116,1,0.709151496207872
"ENSMUSG00000040640","Erc2","ENSG00000187672","ERC2","ELKS/RAB6-interacting/CAST family member 2 [Source:MGI Symbol;Acc:MGI:1098749]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.251503,19.55018,1,0.279302462937934,1,0.711965874860348
"ENSMUSG00000030866","Ern2","ENSG00000134398","ERN2","endoplasmic reticulum (ER) to nucleus signalling 2 [Source:MGI Symbol;Acc:MGI:1349436]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.255495,5.860359,1,0.226524526123746,0,0.252690884770899
"ENSMUSG00000021255","Esrrb","ENSG00000119715","ESRRB","estrogen related receptor, beta [Source:MGI Symbol;Acc:MGI:1346832]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.578647,5.697192,1,0.580481562086338,1,0.657160244092814
"ENSMUSG00000026610","Esrrg","ENSG00000196482","ESRRG","estrogen-related receptor gamma [Source:MGI Symbol;Acc:MGI:1347056]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.468908,16.14773,1,0.335251828607892,1,0.646993485415305
"ENSMUSG00000070644","Etnk2","ENSG00000143845","ETNK2","ethanolamine kinase 2 [Source:MGI Symbol;Acc:MGI:2443760]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.964236,21.96795,1,0.412415686179725,1,0.662943087071967
"ENSMUSG00000005503","Evx1","ENSG00000106038","EVX1","even skipped homeotic gene 1 homolog [Source:MGI Symbol;Acc:MGI:95461]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,6.805705,5.515668,1,0.726367605884344,1,0.709301845371883
"ENSMUSG00000001815","Evx2","ENSG00000174279","EVX2","even skipped homeotic gene 2 homolog [Source:MGI Symbol;Acc:MGI:95462]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,22,7.07124489089846,5.51760379100608,1,0.983755316926964,1,0.743455696476693
"ENSMUSG00000029687","Ezh2","ENSG00000106462","EZH2","enhancer of zeste homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:107940]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.140172,22.01278,0,0.243390969582843,1,0.825865260124621
"ENSMUSG00000027459","Fam110a","ENSG00000125898","FAM110A","family with sequence similarity 110, member A [Source:MGI Symbol;Acc:MGI:1921097]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.868281,20.99265,0,0.238371093714482,1,0.788964205999548
"ENSMUSG00000045174","Fam123c","ENSG00000178171","AMER3","family with sequence similarity 123, member C [Source:MGI Symbol;Acc:MGI:3026939]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.150611,4.862646,1,0.513267019046429,1,0.653665133702114
"ENSMUSG00000035184","Fam124a","ENSG00000150510","FAM124A","family with sequence similarity 124, member A [Source:MGI Symbol;Acc:MGI:3645930]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.112163,6.411927,1,0.315131164395394,1,0.663599893450754
"ENSMUSG00000057497","Fam136a","ENSG00000035141","FAM136A","family with sequence similarity 136, member A [Source:MGI Symbol;Acc:MGI:1913738]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.49362,18.97677,0,0.207133292573596,1,0.704623531107401
"ENSMUSG00000009216","Fam163b","ENSG00000196990","FAM163B","family with sequence similarity 163, member B [Source:MGI Symbol;Acc:MGI:1926106]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.194538,6.317765,1,0.443931720218447,0,0.438455118286356
"ENSMUSG00000041817","Fam169a","ENSG00000198780","FAM169A","family with sequence similarity 169, member A [Source:MGI Symbol;Acc:MGI:2444268]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.684634,12.52541,1,0.572993151679627,1,0.704305654273594
"ENSMUSG00000050908","Fam18a","ENSG00000166676","TVP23A","family with sequence similarity 18, member A [Source:MGI Symbol;Acc:MGI:3665441]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.322886,8.511496,0,0.215609258094818,1,0.574816655906885
"ENSMUSG00000073805","Fam196a","ENSG00000188916","INSYN2A","family with sequence similarity 196, member A [Source:MGI Symbol;Acc:MGI:3605068]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.96769,12.81422,1,0.421901274712626,1,0.651345058685317
"ENSMUSG00000069911","Fam196b","ENSG00000204767","INSYN2B","family with sequence similarity 196, member B [Source:MGI Symbol;Acc:MGI:3643491]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.147827,6.666611,1,0.38668431728226,1,0.50124687292036
"ENSMUSG00000059187","Fam19a1","ENSG00000183662","TAFA1","family with sequence similarity 19, member A1 [Source:MGI Symbol;Acc:MGI:2443695]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.470967,6.738494,0,0.167459827703021,1,0.466039251024727
"ENSMUSG00000078235","Fam43b","ENSG00000183114","FAM43B","family with sequence similarity 43, member B [Source:MGI Symbol;Acc:MGI:3651622]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.427816,5.705643,1,0.541104824455709,1,0.608875238985522
"ENSMUSG00000036006","Fam65b","ENSG00000111913","RIPOR2","family with sequence similarity 65, member B [Source:MGI Symbol;Acc:MGI:2444879]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.2785,8.712068,1,0.390834570019798,1,0.647184935634211
"ENSMUSG00000036502","Fam70a","ENSG00000125355","TMEM255A","family with sequence similarity 70, member A [Source:MGI Symbol;Acc:MGI:3045722]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.232576,5.544823,1,0.298340936418784,1,0.528126707558899
"ENSMUSG00000020607","Fam84a","ENSG00000162981","LRATD1","family with sequence similarity 84, member A [Source:MGI Symbol;Acc:MGI:2145011]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,4.933783,8.957133,1,0.314770908922792,1,0.732388200757381
"ENSMUSG00000046743","Fat4","ENSG00000196159","FAT4","FAT tumor suppressor homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:3045256]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.956932,7.957898,1,0.44058395480828,1,0.791654191417393
"ENSMUSG00000046865","Fbl","ENSG00000105202","FBL","fibrillarin [Source:MGI Symbol;Acc:MGI:95486]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.061167,19.02026,0,0.186612645600576,1,0.702615289316548
"ENSMUSG00000034532","Fbxo16","ENSG00000214050","FBXO16","F-box protein 16 [Source:MGI Symbol;Acc:MGI:1354706]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.525192,18.46754,0,0.192450540054205,1,0.565293911703217
"ENSMUSG00000008167","Fbxw9","ENSG00000132004","FBXW9","F-box and WD-40 domain protein 9 [Source:MGI Symbol;Acc:MGI:1915878]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.278646,11.08255,0,0.173299715135093,1,0.641479903092914
"ENSMUSG00000021273","Fdft1","ENSG00000079459","FDFT1","farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.742523,22.64815,0,0.196963738733553,1,0.733640667796582
"ENSMUSG00000059743","Fdps","ENSG00000160752","FDPS","farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.036006,12.11742,0,0.183259762782438,1,0.67275976403249
"ENSMUSG00000021743","Fezf2","ENSG00000153266","FEZF2","Fez family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1859823]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.369194,6.236606,1,0.710982189838506,1,0.715826474122245
"ENSMUSG00000031137","Fgf13","ENSG00000129682","FGF13","fibroblast growth factor 13 [Source:MGI Symbol;Acc:MGI:109178]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.05987,21.18425,1,0.270064905266608,1,0.71108825560447
"ENSMUSG00000022101","Fgf17","ENSG00000158815","FGF17","fibroblast growth factor 17 [Source:MGI Symbol;Acc:MGI:1202401]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,3.68176,4.984076,1,0.478642576928237,0,0.3489426418808
"ENSMUSG00000031074","Fgf3","ENSG00000186895","FGF3","fibroblast growth factor 3 [Source:MGI Symbol;Acc:MGI:95517]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.101145,6.562619,1,0.572235609605294,1,0.632320580159831
"ENSMUSG00000041842","Fhdc1","ENSG00000137460","FHDC1","FH2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2684972]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.490236,8.098621,1,0.480883718038488,1,0.699281679999597
"ENSMUSG00000034295","Fhod3","ENSG00000134775","FHOD3","formin homology 2 domain containing 3 [Source:MGI Symbol;Acc:MGI:1925847]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.157497,7.41228,1,0.404312590143333,1,0.702182311852568
"ENSMUSG00000026841","Fibcd1","ENSG00000130720","FIBCD1","fibrinogen C domain containing 1 [Source:MGI Symbol;Acc:MGI:2138953]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.105584,17.84067,1,0.527995700046299,1,0.663474536183562
"ENSMUSG00000020949","Fkbp3","ENSG00000100442","FKBP3","FK506 binding protein 3 [Source:MGI Symbol;Acc:MGI:1353460]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.596344,18.06746,1,0.260014074205361,1,0.790583556050948
"ENSMUSG00000024222","Fkbp5","ENSG00000096060","FKBP5","FK506 binding protein 5 [Source:MGI Symbol;Acc:MGI:104670]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.994404,20.4042,0,0.189086424046564,1,0.71166604123481
"ENSMUSG00000039735","Fnbp1l","ENSG00000137942","FNBP1L","formin binding protein 1-like [Source:MGI Symbol;Acc:MGI:1925642]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,5.594475,23.65279,0,0.229625276789774,1,0.823249416921152
"ENSMUSG00000020950","Foxg1","ENSG00000176165","FOXG1","forkhead box G1 [Source:MGI Symbol;Acc:MGI:1347464]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,22,2.747399,5.511153,1,0.783516032885862,1,0.677652313162827
"ENSMUSG00000042002","Foxn4","ENSG00000139445","FOXN4","forkhead box N4 [Source:MGI Symbol;Acc:MGI:2151057]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.716088,7.573504,1,0.634392546623568,1,0.624162586400377
"ENSMUSG00000029563","Foxp2","ENSG00000128573","FOXP2","forkhead box P2 [Source:MGI Symbol;Acc:MGI:2148705]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.853768,7.546444,1,0.329232472434154,1,0.745914582267324
"ENSMUSG00000049122","Frmd3","ENSG00000172159","FRMD3","FERM domain containing 3 [Source:MGI Symbol;Acc:MGI:2442466]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.838785,22.73947,0,0.209216773779721,1,0.681555729354245
"ENSMUSG00000030064","Frmd4b","ENSG00000114541","FRMD4B","FERM domain containing 4B [Source:MGI Symbol;Acc:MGI:2141794]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.853308,22.96457,1,0.345524385290461,1,0.76615406255998
"ENSMUSG00000029581","Fscn1","ENSG00000075618","FSCN1","fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus) [Source:MGI Symbol;Acc:MGI:1352745]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,4.243506,14.44719,1,0.556555843354549,1,0.766938777064856
"ENSMUSG00000027344","Fsip1","ENSG00000150667","FSIP1","fibrous sheath-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1918563]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.008838,7.423554,0,0.160560331093895,1,0.466958008831291
"ENSMUSG00000021765","Fst","ENSG00000134363","FST","follistatin [Source:MGI Symbol;Acc:MGI:95586]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.836734,9.062558,1,0.554445525281221,1,0.72082726203874
"ENSMUSG00000050708","Ftl1","ENSG00000087086","FTL","ferritin light chain 1 [Source:MGI Symbol;Acc:MGI:95589]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.578345,7.393147,0,0.22033789788711,1,0.759364925881292
"ENSMUSG00000030795","Fus","ENSG00000089280","FUS",NA,"E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.008752,19.45344,0,0.173808745327978,1,0.770240757280499
"ENSMUSG00000005232","G6pc2","ENSG00000152254","G6PC2","glucose-6-phosphatase, catalytic, 2 [Source:MGI Symbol;Acc:MGI:1277193]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.503168,7.190516,0,0.0862428358785365,0,0.215374946091707
"ENSMUSG00000031343","Gabra3","ENSG00000011677","GABRA3","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.650517,16.54877,0,0.149244121187383,0,0.323279984955421
"ENSMUSG00000055078","Gabra5","ENSG00000186297","GABRA5","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5 [Source:MGI Symbol;Acc:MGI:95617]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.104168,7.007287,1,0.508778531673303,1,0.605494765450251
"ENSMUSG00000021903","Galntl2","ENSG00000131386","GALNT15","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2 [Source:MGI Symbol;Acc:MGI:1926004]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.031327,20.68763,0,0.160848771992237,0,0.395596492955933
"ENSMUSG00000038296","Galntl4","ENSG00000110328","GALNT18","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4 [Source:MGI Symbol;Acc:MGI:2446239]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.259715,5.600203,1,0.376509008062267,1,0.650015484983873
"ENSMUSG00000047261","Gap43","ENSG00000172020","GAP43","growth associated protein 43 [Source:MGI Symbol;Acc:MGI:95639]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.008347,5.235587,0,0.209753104641673,1,0.75962916254565
"ENSMUSG00000034486","Gbx2","ENSG00000168505","GBX2","gastrulation brain homeobox 2 [Source:MGI Symbol;Acc:MGI:95668]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.274056,12.8265,1,0.775282535739964,1,0.728981380375844
"ENSMUSG00000000394","Gcg","ENSG00000115263","GCG","glucagon [Source:MGI Symbol;Acc:MGI:95674]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,4.834864,6.562828,0,0.0982473361768633,0,0.2348077774064
"ENSMUSG00000025127","Gcgr","ENSG00000215644","GCGR","glucagon receptor [Source:MGI Symbol;Acc:MGI:99572]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.929994,8.792358,1,0.566873248399775,1,0.558912118030181
"ENSMUSG00000041798","Gck","ENSG00000106633","GCK","glucokinase [Source:MGI Symbol;Acc:MGI:1270854]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.815787,7.571197,1,0.357881187323301,1,0.530295510899571
"ENSMUSG00000022144","Gdnf","ENSG00000168621","GDNF","glial cell line derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:107430]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,5.517858,5.989379,1,0.626774015812207,1,0.734543316419871
"ENSMUSG00000051136","Ghsr","ENSG00000121853","GHSR","growth hormone secretagogue receptor [Source:MGI Symbol;Acc:MGI:2441906]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.934473,5.412731,1,0.535446178087317,1,0.609136073839654
"ENSMUSG00000030406","Gipr","ENSG00000010310","GIPR","gastric inhibitory polypeptide receptor [Source:MGI Symbol;Acc:MGI:1352753]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.944391,6.289844,1,0.380522106923216,0,0.300614504964532
"ENSMUSG00000068615","Gjd2","ENSG00000159248","GJD2","gap junction protein, delta 2 [Source:MGI Symbol;Acc:MGI:1334209]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.292405,14.01352,1,0.423734540159544,1,0.679244892921268
"ENSMUSG00000018589","Glra2","ENSG00000101958","GLRA2","glycine receptor, alpha 2 subunit [Source:MGI Symbol;Acc:MGI:95748]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,6.227273,12.74913,1,0.24014116800013,1,0.517197218687232
"ENSMUSG00000031068","Glrx3","ENSG00000108010","GLRX3","glutaredoxin 3 [Source:MGI Symbol;Acc:MGI:1353653]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.219115,20.87528,0,0.203071461307795,1,0.706993082455738
"ENSMUSG00000062382","Gm10116","ENSG00000087086","FTL","predicted pseudogene 10116 [Source:MGI Symbol;Acc:MGI:3779109]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.819399,7.826307,1,0.324374581925785,0,0.247712746796329
"ENSMUSG00000062611","Gm10119",NA,NA,"predicted gene 10119 [Source:MGI Symbol;Acc:MGI:3642853]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.877915,6.724052,0,0.064513805096842,0,0.163967256444414
"ENSMUSG00000066180","Gm10155",NA,NA,"predicted gene 10155 [Source:MGI Symbol;Acc:MGI:3642914]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.885476,5.909193,1,0.21371904567836,0,0.216247891608641
"ENSMUSG00000071532","Gm10335",NA,NA,"predicted gene 10335 [Source:MGI Symbol;Acc:MGI:3641693]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.546967,6.069374,0,0.081043901846039,0,0.137812628987037
"ENSMUSG00000073226","Gm10482",NA,NA,"predicted gene 10482 [Source:MGI Symbol;Acc:MGI:3644444]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.877959,7.437132,0,0.102608785153043,0,0.176537015439749
"ENSMUSG00000074516","Gm10709",NA,NA,"predicted gene 10709 [Source:MGI Symbol;Acc:MGI:3642754]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.396157,7.413907,0,0.0477966865098846,0,0.13306642246735
"ENSMUSG00000066141","Gm11232",NA,NA,"predicted gene 11232 [Source:MGI Symbol;Acc:MGI:3651439]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.336124,7.305927,0,0.154437726208735,0,0.22615906892718
"ENSMUSG00000068240","Gm11808",NA,NA,"predicted gene 11808 [Source:MGI Symbol;Acc:MGI:3649356]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.030332,5.449787,0,0.18582556060354,0,0.259359944758805
"ENSMUSG00000059195","Gm12715",NA,NA,NA,"E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.344228,21.95739,0,0.100450114614299,0,0.206977000288432
"ENSMUSG00000070867","Gm12824","ENSG00000269113","TRABD2B","predicted gene 12824 [Source:MGI Symbol;Acc:MGI:3650152]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.448468,6.184082,1,0.583915454201827,1,0.643568617817867
"ENSMUSG00000078498","Gm13151","ENSG00000196378","ZNF34","predicted gene 13151 [Source:MGI Symbol;Acc:MGI:3651985]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.423211,13.34209,0,0.113251258313597,0,0.248338706736377
"ENSMUSG00000078503","Gm13225","ENSG00000196378","ZNF34","predicted gene 13225 [Source:MGI Symbol;Acc:MGI:3652161]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.322312,12.18638,0,0.121548541062665,0,0.277219071970962
"ENSMUSG00000082536","Gm13456",NA,NA,NA,"E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.145625,18.25247,0,0.109598206442383,0,0.186671417008785
"ENSMUSG00000056849","Gm16415",NA,NA,"predicted pseudogene 16415 [Source:MGI Symbol;Acc:MGI:3647855]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.66702,5.861291,0,0.129677823398099,0,0.269586504643271
"ENSMUSG00000062758","Gm16477",NA,NA,"predicted pseudogene 16477 [Source:MGI Symbol;Acc:MGI:3646779]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.702556,9.657116,0,0.0480349249038544,0,0.183541440596815
"ENSMUSG00000091514","Gm17484",NA,NA,"predicted gene, 17484 [Source:MGI Symbol;Acc:MGI:4937118]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.160542,6.294965,0,0.200069017788849,1,0.712445941720864
"ENSMUSG00000044285","Gm1821",NA,NA,NA,"E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,3.117051,5.343708,0,0.0643750422942422,0,0.0905608253757758
"ENSMUSG00000078193","Gm2000","ENSG00000136942","RPL35","predicted gene 2000 [Source:MGI Symbol;Acc:MGI:3780170]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.334958,11.58669,0,0.114641566747024,0,0.274066366599849
"ENSMUSG00000089739","Gm20431",NA,NA,"predicted gene 20431 [Source:MGI Symbol;Acc:MGI:5141896]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.41232,22.42455,1,0.275700497554442,1,0.696407201034925
"ENSMUSG00000079391","Gm2974",NA,NA,"predicted gene 2974 [Source:MGI Symbol;Acc:MGI:3781152]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.542389,14.35443,0,0.137693960479803,0,0.29153723273283
